artifact_family,artifact_count,total_size_in_bytes,first_created_at,last_created_at,examples_json,decision,retention_class,canonical_replacement
stock-protocol-original-{n}-opportunity-event-study-review,1,46829090,2026-07-25T07:36:44Z,2026-07-25T07:36:44Z,"[""stock-protocol-original-290-opportunity-event-study-review""]",archive,historical_reference,none
stock-protocol-original-{n}-unverified-merge-recovery,1,14798845522,2026-07-24T23:36:18Z,2026-07-24T23:36:18Z,"[""stock-protocol-original-290-unverified-merge-recovery""]",archive,historical_reference,none
stock-protocol-pack,15,2497461900,2026-07-12T19:01:54Z,2026-07-14T19:00:08Z,"[""stock-protocol-pack"",""stock-protocol-pack"",""stock-protocol-pack""]",archive,historical_reference,none
stock-protocol-phase-results-costs,2,12982,2026-07-14T11:52:17Z,2026-07-15T01:41:46Z,"[""stock-protocol-phase-results-costs"",""stock-protocol-phase-results-costs""]",archive,historical_reference,none
stock-protocol-phase-results-entries,4,46040,2026-07-13T15:55:46Z,2026-07-14T21:18:24Z,"[""stock-protocol-phase-results-entries"",""stock-protocol-phase-results-entries"",""stock-protocol-phase-results-entries""]",archive,historical_reference,none
stock-protocol-phase-results-exits,3,50790,2026-07-13T18:39:50Z,2026-07-14T23:53:02Z,"[""stock-protocol-phase-results-exits"",""stock-protocol-phase-results-exits"",""stock-protocol-phase-results-exits""]",archive,historical_reference,none
stock-protocol-phase-results-portfolio,2,10946,2026-07-14T10:59:59Z,2026-07-15T00:50:08Z,"[""stock-protocol-phase-results-portfolio"",""stock-protocol-phase-results-portfolio""]",archive,historical_reference,none
stock-protocol-phase-results-signal,8,63778,2026-07-13T07:49:01Z,2026-07-14T19:45:16Z,"[""stock-protocol-phase-results-signal"",""stock-protocol-phase-results-signal"",""stock-protocol-phase-results-signal""]",archive,historical_reference,none
stock-protocol-phase-results-walk-forward,2,6144,2026-07-14T12:48:54Z,2026-07-15T02:32:30Z,"[""stock-protocol-phase-results-walk-forward"",""stock-protocol-phase-results-walk-forward""]",archive,historical_reference,none
stock-protocol-phase-results-weights,7,22623,2026-07-13T08:24:05Z,2026-07-14T20:27:14Z,"[""stock-protocol-phase-results-weights"",""stock-protocol-phase-results-weights"",""stock-protocol-phase-results-weights""]",archive,historical_reference,none
stock-protocol-portfolio-merged,11,534647,2026-07-16T14:50:48Z,2026-07-18T13:10:04Z,"[""stock-protocol-portfolio-merged"",""stock-protocol-portfolio-merged"",""stock-protocol-portfolio-merged""]",archive,historical_reference,none
stock-protocol-portfolio-plan,3,53521,2026-07-16T14:45:44Z,2026-07-17T13:46:48Z,"[""stock-protocol-portfolio-plan"",""stock-protocol-portfolio-plan"",""stock-protocol-portfolio-plan""]",archive,historical_reference,none
stock-protocol-portfolio-shard-{n},1400,724182,2026-07-12T23:59:58Z,2026-07-15T00:27:45Z,"[""stock-protocol-portfolio-shard-307"",""stock-protocol-portfolio-shard-285"",""stock-protocol-portfolio-shard-301""]",archive,historical_reference,none
stock-protocol-portfolio-task-{n},323,87982679,2026-07-16T14:46:51Z,2026-07-17T15:13:21Z,"[""stock-protocol-portfolio-task-7"",""stock-protocol-portfolio-task-132"",""stock-protocol-portfolio-task-6""]",archive,historical_reference,none
stock-protocol-postselection-candidate-{n},10,6893592,2026-07-18T13:59:16Z,2026-07-18T14:32:49Z,"[""stock-protocol-postselection-candidate-9"",""stock-protocol-postselection-candidate-2"",""stock-protocol-postselection-candidate-6""]",archive,historical_reference,none
stock-protocol-price-shard-{n},128,1634505722,2026-07-12T18:36:10Z,2026-07-12T18:58:33Z,"[""stock-protocol-price-shard-1"",""stock-protocol-price-shard-6"",""stock-protocol-price-shard-7""]",archive,historical_reference,none
stock-protocol-robustness-repaired-task-{n},360,293717,2026-07-18T19:54:05Z,2026-07-18T19:54:40Z,"[""stock-protocol-robustness-repaired-task-91"",""stock-protocol-robustness-repaired-task-189"",""stock-protocol-robustness-repaired-task-95""]",archive,historical_reference,none
stock-protocol-robustness-shard-{n},1080,321990,2026-07-13T01:39:56Z,2026-07-15T03:06:43Z,"[""stock-protocol-robustness-shard-224"",""stock-protocol-robustness-shard-186"",""stock-protocol-robustness-shard-136""]",archive,historical_reference,none
stock-protocol-robustness-task-{n},1070,4500638,2026-07-16T16:56:06Z,2026-07-18T14:34:47Z,"[""stock-protocol-robustness-task-55"",""stock-protocol-robustness-task-100"",""stock-protocol-robustness-task-37""]",archive,historical_reference,none
stock-protocol-scientific-full-universe-{n}jobs-corrected-results,1,12518988,2026-07-18T19:56:44Z,2026-07-18T19:56:44Z,"[""stock-protocol-scientific-full-universe-360jobs-corrected-results""]",archive,historical_reference,none
stock-protocol-scientific-full-universe-{n}jobs-results,1,12518232,2026-07-18T19:31:38Z,2026-07-18T19:31:38Z,"[""stock-protocol-scientific-full-universe-360jobs-results""]",archive,historical_reference,none
stock-protocol-scientific-holdout,2,6365612,2026-07-16T17:48:23Z,2026-07-18T19:30:25Z,"[""stock-protocol-scientific-holdout"",""stock-protocol-scientific-holdout""]",archive,historical_reference,none
stock-protocol-scientific-holdout-features,2,1244410358,2026-07-18T18:25:04Z,2026-07-18T19:11:42Z,"[""stock-protocol-scientific-holdout-features"",""stock-protocol-scientific-holdout-features""]",archive,historical_reference,none
stock-protocol-scientific-pack,10,1061121904,2026-07-16T14:20:59Z,2026-07-18T13:10:00Z,"[""stock-protocol-scientific-pack"",""stock-protocol-scientific-pack"",""stock-protocol-scientific-pack""]",archive,historical_reference,none
stock-protocol-scientific-postselection-inputs,4,10531901,2026-07-16T16:21:43Z,2026-07-18T14:33:44Z,"[""stock-protocol-scientific-postselection-inputs"",""stock-protocol-scientific-postselection-inputs"",""stock-protocol-scientific-postselection-inputs""]",archive,historical_reference,none
stock-protocol-scientific-postselection-inputs-repaired,1,6782074,2026-07-18T19:53:30Z,2026-07-18T19:53:30Z,"[""stock-protocol-scientific-postselection-inputs-repaired""]",archive,historical_reference,none
stock-protocol-scientific-price-shard-{n},32,325458841,2026-07-16T14:19:14Z,2026-07-16T14:19:48Z,"[""stock-protocol-scientific-price-shard-4"",""stock-protocol-scientific-price-shard-26"",""stock-protocol-scientific-price-shard-30""]",archive,historical_reference,none
stock-protocol-scientific-rebuild-{n}jobs-results,2,3436202,2026-07-16T17:49:13Z,2026-07-16T18:01:07Z,"[""stock-protocol-scientific-rebuild-360jobs-results"",""stock-protocol-scientific-rebuild-360jobs-results""]",archive,historical_reference,none
stock-protocol-scientific-robustness-merged,2,59732,2026-07-16T17:37:55Z,2026-07-18T14:35:38Z,"[""stock-protocol-scientific-robustness-merged"",""stock-protocol-scientific-robustness-merged""]",archive,historical_reference,none
stock-protocol-scientific-robustness-repaired,1,24136,2026-07-18T19:55:43Z,2026-07-18T19:55:43Z,"[""stock-protocol-scientific-robustness-repaired""]",archive,historical_reference,none
stock-protocol-scientific-universe,1,1049300,2026-07-16T14:18:07Z,2026-07-16T14:18:07Z,"[""stock-protocol-scientific-universe""]",archive,historical_reference,none
stock-protocol-signal-all,1,138135,2026-07-13T09:51:38Z,2026-07-13T09:51:38Z,"[""stock-protocol-signal-all""]",archive,historical_reference,none
stock-protocol-signal-merged,12,143219,2026-07-16T14:26:46Z,2026-07-18T13:10:01Z,"[""stock-protocol-signal-merged"",""stock-protocol-signal-merged"",""stock-protocol-signal-merged""]",archive,historical_reference,none
stock-protocol-signal-plan,4,7320,2026-07-16T14:21:43Z,2026-07-17T05:49:38Z,"[""stock-protocol-signal-plan"",""stock-protocol-signal-plan"",""stock-protocol-signal-plan""]",archive,historical_reference,none
stock-protocol-signal-shard-{n},4140,1642363,2026-07-12T19:17:19Z,2026-07-14T19:39:03Z,"[""stock-protocol-signal-shard-230"",""stock-protocol-signal-shard-180"",""stock-protocol-signal-shard-226""]",archive,historical_reference,none
stock-protocol-signal-task-{n},98,634065061,2026-07-16T14:23:46Z,2026-07-17T07:34:47Z,"[""stock-protocol-signal-task-40"",""stock-protocol-signal-task-29"",""stock-protocol-signal-task-30""]",archive,historical_reference,none
stock-protocol-universe,4,1035294,2026-07-12T18:34:59Z,2026-07-12T18:56:42Z,"[""stock-protocol-universe"",""stock-protocol-universe"",""stock-protocol-universe""]",archive,historical_reference,none
stock-protocol-walk-forward-shard-{n},1080,253878,2026-07-13T01:11:09Z,2026-07-15T02:13:13Z,"[""stock-protocol-walk-forward-shard-186"",""stock-protocol-walk-forward-shard-26"",""stock-protocol-walk-forward-shard-39""]",archive,historical_reference,none
stock-protocol-weights-all,1,80944,2026-07-13T10:26:34Z,2026-07-13T10:26:34Z,"[""stock-protocol-weights-all""]",archive,historical_reference,none
stock-protocol-weights-merged,12,61824,2026-07-16T14:32:28Z,2026-07-18T13:10:02Z,"[""stock-protocol-weights-merged"",""stock-protocol-weights-merged"",""stock-protocol-weights-merged""]",archive,historical_reference,none
stock-protocol-weights-plan,2,2320,2026-07-16T14:27:34Z,2026-07-17T07:37:18Z,"[""stock-protocol-weights-plan"",""stock-protocol-weights-plan""]",archive,historical_reference,none
stock-protocol-weights-shard-{n},3239,799376,2026-07-12T20:16:17Z,2026-07-14T20:19:54Z,"[""stock-protocol-weights-shard-55"",""stock-protocol-weights-shard-52"",""stock-protocol-weights-shard-125""]",archive,historical_reference,none
stock-protocol-weights-task-{n},4,11038876,2026-07-16T14:31:31Z,2026-07-17T08:41:35Z,"[""stock-protocol-weights-task-1"",""stock-protocol-weights-task-0"",""stock-protocol-weights-task-1""]",archive,historical_reference,none
stock-protocol-{n}-corrected-{n}-A,10,2704130839,2026-07-21T15:08:53Z,2026-07-21T22:10:39Z,"[""stock-protocol-290-corrected-0-A"",""stock-protocol-290-corrected-1-A"",""stock-protocol-290-corrected-3-A""]",archive,historical_reference,none
stock-protocol-{n}-corrected-{n}-A-slice-{n},6,622624920,2026-07-21T21:30:26Z,2026-07-21T22:06:43Z,"[""stock-protocol-290-corrected-7-A-slice-3"",""stock-protocol-290-corrected-7-A-slice-2"",""stock-protocol-290-corrected-7-A-slice-0""]",archive,historical_reference,none
stock-protocol-{n}-corrected-{n}-B,10,2020821919,2026-07-21T15:02:27Z,2026-07-21T18:46:30Z,"[""stock-protocol-290-corrected-2-B"",""stock-protocol-290-corrected-1-B"",""stock-protocol-290-corrected-3-B""]",archive,historical_reference,none
stock-protocol-{n}-corrected-{n}-C,10,2221980639,2026-07-21T14:41:12Z,2026-07-21T17:41:48Z,"[""stock-protocol-290-corrected-1-C"",""stock-protocol-290-corrected-0-C"",""stock-protocol-290-corrected-4-C""]",archive,historical_reference,none
stock-protocol-{n}-frozen-fx,3,4351032,2026-07-21T13:51:39Z,2026-07-21T14:13:53Z,"[""stock-protocol-290-frozen-fx"",""stock-protocol-290-frozen-fx"",""stock-protocol-290-frozen-fx""]",archive,historical_reference,none
stock-protocol-{n}-historical-{n},10,33209,2026-07-21T16:44:07Z,2026-07-21T19:03:29Z,"[""stock-protocol-290-historical-8"",""stock-protocol-290-historical-5"",""stock-protocol-290-historical-1""]",archive,historical_reference,none
stock-protocol-{n}-prepared-entry-{n},20,12020439376,2026-07-22T11:58:19Z,2026-07-24T11:36:57Z,"[""stock-protocol-290-prepared-entry-1"",""stock-protocol-290-prepared-entry-0"",""stock-protocol-290-prepared-entry-5""]",archive,historical_reference,none
stock-protocol-{n}-tests-{n}jobs-results,1,130053,2026-07-15T05:58:11Z,2026-07-15T05:58:11Z,"[""stock-protocol-36-tests-360jobs-results""]",archive,historical_reference,none
swr-cashfloor-controller-mdd{n}-corr{n}-data,1,27455,2026-06-04T12:05:54Z,2026-06-04T12:05:54Z,"[""swr-cashfloor-controller-mdd15-corr95-data""]",archive,historical_reference,none
swr-cashfloor-controller-mdd{n}-corr{n}-family-{n}-shard-{n},360,2196853,2026-06-04T12:51:34Z,2026-06-04T12:52:47Z,"[""swr-cashfloor-controller-mdd15-corr95-family-13-shard-17"",""swr-cashfloor-controller-mdd15-corr95-family-2-shard-15"",""swr-cashfloor-controller-mdd15-corr95-family-15-shard-2""]",archive,historical_reference,none
swr-cashfloor-controller-mdd{n}-corr{n}-{n}jobs-results,1,3851647,2026-06-04T12:53:37Z,2026-06-04T12:53:37Z,"[""swr-cashfloor-controller-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-corr{n}-drawdown-guard-mdd{n}-data,2,26469,2026-06-03T17:50:51Z,2026-06-03T18:01:02Z,"[""swr-corr95-drawdown-guard-mdd25-data"",""swr-corr95-drawdown-guard-mdd25-data""]",archive,historical_reference,none
swr-corr{n}-drawdown-guard-mdd{n}-family-{n}-shard-{n},375,3732818,2026-06-03T18:46:42Z,2026-06-03T18:48:36Z,"[""swr-corr95-drawdown-guard-mdd25-family-10-shard-1"",""swr-corr95-drawdown-guard-mdd25-family-0-shard-1"",""swr-corr95-drawdown-guard-mdd25-family-11-shard-4""]",archive,historical_reference,none
swr-corr{n}-drawdown-guard-mdd{n}-{n}jobs-results,2,6661167,2026-06-03T17:53:13Z,2026-06-03T18:49:28Z,"[""swr-corr95-drawdown-guard-mdd25-360jobs-results"",""swr-corr95-drawdown-guard-mdd25-360jobs-results""]",archive,historical_reference,none
swr-corr{n}-feature-sweep-mdd{n}-data,1,25078,2026-06-03T16:47:53Z,2026-06-03T16:47:53Z,"[""swr-corr95-feature-sweep-mdd25-data""]",archive,historical_reference,none
swr-corr{n}-feature-sweep-mdd{n}-family-{n}-shard-{n},360,3259369,2026-06-03T17:33:30Z,2026-06-03T17:34:40Z,"[""swr-corr95-feature-sweep-mdd25-family-10-shard-6"",""swr-corr95-feature-sweep-mdd25-family-11-shard-4"",""swr-corr95-feature-sweep-mdd25-family-10-shard-9""]",archive,historical_reference,none
swr-corr{n}-feature-sweep-mdd{n}-{n}jobs-results,1,6014564,2026-06-03T17:35:38Z,2026-06-03T17:35:38Z,"[""swr-corr95-feature-sweep-mdd25-360jobs-results""]",archive,historical_reference,none
swr-cppi-corr{n}-data,1,10161,2026-06-03T10:40:06Z,2026-06-03T10:40:06Z,"[""swr-cppi-corr95-data""]",archive,historical_reference,none
swr-cppi-corr{n}-family-{n}-shard-{n},360,3507065,2026-06-03T10:41:27Z,2026-06-03T10:49:29Z,"[""swr-cppi-corr95-family-10-shard-9"",""swr-cppi-corr95-family-13-shard-5"",""swr-cppi-corr95-family-10-shard-17""]",archive,historical_reference,none
swr-cppi-corr{n}-{n}jobs-results,1,6671683,2026-06-03T10:50:28Z,2026-06-03T10:50:28Z,"[""swr-cppi-corr95-360jobs-results""]",archive,historical_reference,none
swr-daily-tactical-mdd{n}-corr{n}-data,1,733873,2026-06-04T18:52:57Z,2026-06-04T18:52:57Z,"[""swr-daily-tactical-mdd15-corr95-data""]",archive,historical_reference,none
swr-daily-tactical-mdd{n}-corr{n}-{n}jobs-results,1,735810,2026-06-04T19:34:05Z,2026-06-04T19:34:05Z,"[""swr-daily-tactical-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-floor-controller-mdd{n}-corr{n}-data,1,27480,2026-06-04T11:07:59Z,2026-06-04T11:07:59Z,"[""swr-floor-controller-mdd15-corr95-data""]",archive,historical_reference,none
swr-floor-controller-mdd{n}-corr{n}-family-{n}-shard-{n},360,13091332,2026-06-04T11:53:35Z,2026-06-04T11:54:55Z,"[""swr-floor-controller-mdd15-corr95-family-1-shard-13"",""swr-floor-controller-mdd15-corr95-family-11-shard-3"",""swr-floor-controller-mdd15-corr95-family-1-shard-16""]",archive,historical_reference,none
swr-floor-controller-mdd{n}-corr{n}-{n}jobs-results,1,25546652,2026-06-04T11:55:50Z,2026-06-04T11:55:50Z,"[""swr-floor-controller-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-invvol-guard-mdd{n}-corr{n}-data,1,38478,2026-06-04T15:39:13Z,2026-06-04T15:39:13Z,"[""swr-invvol-guard-mdd15-corr95-data""]",archive,historical_reference,none
swr-invvol-guard-mdd{n}-corr{n}-family-{n}-shard-{n},359,13808948,2026-06-04T16:24:54Z,2026-06-04T16:26:19Z,"[""swr-invvol-guard-mdd15-corr95-family-0-shard-1"",""swr-invvol-guard-mdd15-corr95-family-2-shard-12"",""swr-invvol-guard-mdd15-corr95-family-1-shard-9""]",archive,historical_reference,none
swr-invvol-guard-mdd{n}-corr{n}-{n}jobs-results,1,27065557,2026-06-04T16:27:17Z,2026-06-04T16:27:17Z,"[""swr-invvol-guard-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-mdd{n}-trainonly-corr{n}-data,1,24547,2026-06-04T05:29:14Z,2026-06-04T05:29:14Z,"[""swr-mdd15-trainonly-corr95-data""]",archive,historical_reference,none
swr-mdd{n}-trainonly-corr{n}-family-{n}-shard-{n},360,4549521,2026-06-04T06:14:53Z,2026-06-04T06:16:39Z,"[""swr-mdd15-trainonly-corr95-family-13-shard-1"",""swr-mdd15-trainonly-corr95-family-1-shard-8"",""swr-mdd15-trainonly-corr95-family-10-shard-3""]",archive,historical_reference,none
swr-mdd{n}-trainonly-corr{n}-{n}jobs-results,1,8521013,2026-06-04T06:17:29Z,2026-06-04T06:17:29Z,"[""swr-mdd15-trainonly-corr95-360jobs-results""]",archive,historical_reference,none
swr-multiasset-corr{n}-mdd{n}-data,3,73735,2026-06-03T14:40:36Z,2026-06-03T15:24:50Z,"[""swr-multiasset-corr95-mdd25-data"",""swr-multiasset-corr95-mdd25-data"",""swr-multiasset-corr95-mdd25-data""]",archive,historical_reference,none
swr-multiasset-corr{n}-mdd{n}-family-{n}-shard-{n},360,2872806,2026-06-03T16:10:29Z,2026-06-03T16:13:46Z,"[""swr-multiasset-corr95-mdd25-family-15-shard-17"",""swr-multiasset-corr95-mdd25-family-11-shard-16"",""swr-multiasset-corr95-mdd25-family-11-shard-0""]",archive,historical_reference,none
swr-multiasset-corr{n}-mdd{n}-{n}jobs-results,3,5335479,2026-06-03T15:16:51Z,2026-06-03T16:14:38Z,"[""swr-multiasset-corr95-mdd25-360jobs-results"",""swr-multiasset-corr95-mdd25-360jobs-results"",""swr-multiasset-corr95-mdd25-360jobs-results""]",archive,historical_reference,none
swr-path-cppi-expanded-universe-mdd{n}-corr{n}-data,1,38530,2026-06-04T14:21:06Z,2026-06-04T14:21:06Z,"[""swr-path-cppi-expanded-universe-mdd15-corr95-data""]",archive,historical_reference,none
swr-path-cppi-expanded-universe-mdd{n}-corr{n}-family-{n}-shard-{n},360,12674000,2026-06-04T14:45:49Z,2026-06-04T15:08:11Z,"[""swr-path-cppi-expanded-universe-mdd15-corr95-family-17-shard-1"",""swr-path-cppi-expanded-universe-mdd15-corr95-family-4-shard-5"",""swr-path-cppi-expanded-universe-mdd15-corr95-family-9-shard-5""]",archive,historical_reference,none
swr-path-cppi-expanded-universe-mdd{n}-corr{n}-{n}jobs-results,1,35801824,2026-06-04T15:09:09Z,2026-06-04T15:09:09Z,"[""swr-path-cppi-expanded-universe-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-path-cppi-focused-cv-mdd{n}-corr{n}-data,1,27415,2026-06-04T17:46:34Z,2026-06-04T17:46:34Z,"[""swr-path-cppi-focused-cv-mdd15-corr95-data""]",archive,historical_reference,none
swr-path-cppi-focused-cv-mdd{n}-corr{n}-family-{n}-shard-{n},360,10902515,2026-06-04T18:24:11Z,2026-06-04T18:33:39Z,"[""swr-path-cppi-focused-cv-mdd15-corr95-family-15-shard-0"",""swr-path-cppi-focused-cv-mdd15-corr95-family-12-shard-9"",""swr-path-cppi-focused-cv-mdd15-corr95-family-2-shard-3""]",archive,historical_reference,none
swr-path-cppi-focused-cv-mdd{n}-corr{n}-{n}jobs-results,1,21291183,2026-06-04T18:34:41Z,2026-06-04T18:34:41Z,"[""swr-path-cppi-focused-cv-mdd15-corr95-360jobs-results""]",archive,historical_reference,none
swr-path-cppi-focused-mdd{n}-corr{n}-data,1,27456,2026-06-04T16:42:02Z,2026-06-04T16:42:02Z,"[""swr-path-cppi-focused-mdd15-corr95-data""]",archive,historical_reference,none
